"OBJECTID","PERMIT_TYPE","DBA","CAMIS","APPROVED_SIDEWALK","APPROVED_ROAD","SUBMISSION_DATE1"
7727,"both","Tulcingo cafe LLC","50073256","yes","yes",08-JUL-20
8022,"both","BEST PIZZA HOUSE CORP","50073262","yes","yes",10-JUL-20
2501,"both","Starlap INC","50073288","yes","yes",20-JUN-20
4020,"both","DEBUTEA","50073301","yes","yes",22-JUN-20
4638,"sidewalk","The Circus","50073322","yes","no",23-JUN-20
10545,"both","Laguna Azul 1910, Inc.","50073322","yes","yes",21-AUG-20
10680,"sidewalk","TASTE OF COCHIN","50073323","yes","no",27-AUG-20
10681,"sidewalk","TASTE OF COCHIN","50073323","yes","no",27-AUG-20
3014,"sidewalk","Frenchy Coffee NYC LLC","50073325","yes","no",21-JUN-20
932,"both","Tre Giovani","50073342","yes","yes",19-JUN-20
166,"both","Elite cafe","50073356","yes","yes",19-JUN-20
7762,"both","EL MACO RESTAURANT CORP.","50073371","yes","yes",08-JUL-20
1999,"sidewalk","Abys bar corp","50073377","yes","no",19-JUN-20
2999,"both","Ophelia","50073401","yes","yes",21-JUN-20
4007,"both","MARIA RESTAURANT FOOD CORP","50073403","yes","yes",22-JUN-20
4984,"both","Bklyn Prime Inc","50073409","yes","yes",24-JUN-20
1332,"sidewalk","Graham Electric LLC","50073424","yes","no",19-JUN-20
7400,"both","TINY SHANGHAI INC.","50073451","yes","yes",06-JUL-20
6745,"roadway","Mama Fox","50073460","no","yes",01-JUL-20
1507,"sidewalk","Mama Fox","50073460","yes","no",19-JUN-20
3892,"sidewalk","Five Guys","50073490","yes","no",22-JUN-20
8610,"sidewalk","Tasty Thai","50073505","yes","no",16-JUL-20
6939,"both","The Other Epstein Group","50073518","yes","yes",02-JUL-20
2340,"sidewalk","The Other Epstein Group","50073518","yes","no",20-JUN-20
748,"both","Maman Nomad LLC","50073537","yes","yes",19-JUN-20
5788,"both","Scarpetta","50073554","yes","yes",26-JUN-20
541,"sidewalk","Centro Pizza Bar & Italian Kitchen","50073558","yes","no",19-JUN-20
944,"sidewalk","Eureka gem llc","50073572","yes","no",19-JUN-20
2187,"both","Hart Bar","50073573","yes","yes",20-JUN-20
2847,"both","OVEN GRILL CHILL LOUNGE","50073616","yes","yes",21-JUN-20
1055,"both","PISELLINO","50073626","yes","yes",19-JUN-20
7624,"sidewalk","El Otro Rollo","50073650","yes","no",07-JUL-20
7229,"sidewalk","Hot bagels on 5th Corp","50073652","yes","no",04-JUL-20
7227,"sidewalk","Hot bagels on 5th Corp","50073652","yes","no",04-JUL-20
4382,"sidewalk","Calaca of Bk Inc","50073681","yes","no",23-JUN-20
8672,"both","Szechuan mountian house","50073690","yes","yes",16-JUL-20
8393,"both","ICHIRAN U.S.A. INC","50073709","yes","yes",14-JUL-20
3074,"sidewalk","KARAOKE BOHO/BOHO'S KITCHEN","50073713","yes","no",21-JUN-20
5932,"both","Karaoke boho/boho's Ktichen","50073713","yes","yes",26-JUN-20
8058,"both","Charvin Brothers Inc","50073719","yes","yes",10-JUL-20
4858,"roadway","Sam won Garden","50073722","no","yes",24-JUN-20
1615,"both","Sam Won Garden","50073722","yes","yes",19-JUN-20
9830,"openstreets","Sam Won Garden New York Inc","50073722","no","no",05-AUG-20
1587,"roadway","Sam Won Garden","50073722","no","yes",19-JUN-20
5093,"both","Antoya","50073722","yes","yes",24-JUN-20
11249,"both","COM TAM NINH KIEU","50073724","yes","yes",06-OCT-20
5183,"both","Jack Jones","50073729","yes","yes",24-JUN-20
3413,"sidewalk","Oliver Coffee","50073733","yes","no",22-JUN-20
10842,"sidewalk","GOLDEN CITY SEAFOOD RESTAURANT","50073746","yes","no",03-SEP-20
9380,"sidewalk","Joe Jr. Restaurant","50073766","yes","no",27-JUL-20
5244,"sidewalk","Lucero Food Corp","50073766","yes","no",25-JUN-20
9120,"both","Famosa pizza","50073789","yes","yes",22-JUL-20
9505,"roadway","Famosa pizza","50073789","no","yes",29-JUL-20
9506,"sidewalk","Famosa pizza","50073789","yes","no",29-JUL-20
9468,"roadway","el mambi steakhouse","50073806","no","yes",28-JUL-20
4833,"sidewalk","Grand Concourse Froyo","50073809","yes","no",24-JUN-20
9737,"roadway","alimama tea","50073822","no","yes",03-AUG-20
387,"both","Wolf and Lamb Steakhouse","50073827","yes","yes",19-JUN-20
8162,"both","cousins pizza and pasta inc","50083599","yes","yes",13-JUL-20
6963,"sidewalk","cousins pizza and pasta inc","50083599","yes","no",02-JUL-20
4471,"both","Quantum Leap","50083673","yes","yes",23-JUN-20
7971,"both","Meet Noodles","50083678","yes","yes",09-JUL-20
8271,"both","Himalayan Group LLC","50083688","yes","yes",13-JUL-20
2253,"both","Boca Restaurant & Steak house Corp.","50083691","yes","yes",20-JUN-20
7902,"both","BOCA RESTAURANT & STEAK HOUSE CORP","50083691","yes","yes",09-JUL-20
3226,"both","BOCA RESTAURANT & STEAK HOUSE CORP","50083691","yes","yes",22-JUN-20
8338,"both","Jungle Cafe","50083754","yes","yes",14-JUL-20
5740,"both","IL Mulino  Gramercy LLC","50083788","yes","yes",26-JUN-20
7401,"both","KENT ALE HOUSE","50083794","yes","yes",06-JUL-20
4958,"both","Aaron 31 llc","50083834","yes","yes",24-JUN-20
4367,"sidewalk","5-Jun","50083846","yes","no",23-JUN-20
4851,"sidewalk","dim sum palace","50083864","yes","no",24-JUN-20
888,"sidewalk","Counter & Bodega","50083883","yes","no",19-JUN-20
7466,"both","St Ends LLC","50083886","yes","yes",06-JUL-20
9083,"both","My Jarabacoa #1 Inc.","50083894","yes","yes",21-JUL-20
6472,"both","C lounge inc.","50083909","yes","yes",30-JUN-20
334,"both","Farah2004 inc","50083912","yes","yes",19-JUN-20
1645,"sidewalk","La tuna inc","50083922","yes","no",19-JUN-20
8975,"both","KLMNNYC INC","50083924","yes","yes",20-JUL-20
2294,"sidewalk","Mi Casita Lounge Inc.","50083966","yes","no",20-JUN-20
8064,"sidewalk","little italy pizza","50083970","yes","no",11-JUL-20
9980,"sidewalk","Espresso Bookstore & Cafe Broadway LLC","50083999","yes","no",07-AUG-20
8392,"both","ICHIRAN U.S.A. INC","50084009","yes","yes",14-JUL-20
7335,"sidewalk","Tilt Lounge Corp","50084015","yes","no",05-JUL-20
7672,"both","azgardz of new york","50084046","yes","yes",08-JUL-20
2771,"both","11th St. Bar","50084061","yes","yes",21-JUN-20
9936,"roadway","Nomad cafe & eatery","50084067","no","yes",06-AUG-20
10730,"openstreets","ACENTO LATIN KITCHEN &amp; BAR","50084090","no","no",28-AUG-20
230,"both","Rigal Corp","50084090","yes","yes",19-JUN-20
9317,"both","GIRASOLE Bakery","50084102","yes","yes",25-JUL-20
9209,"both","The Chai Spot Inc.","50084127","yes","yes",23-JUL-20
2705,"both","GIARDINO 54","50084134","yes","yes",20-JUN-20
4254,"both","ENJOY KITCHEN & BAR","50084143","yes","yes",23-JUN-20
5672,"sidewalk","Amy's Bread","50084219","yes","no",26-JUN-20
4045,"both","Sky Blue Hospitality LLC","50084224","yes","yes",22-JUN-20
9228,"sidewalk","Black Iron Burger","50084225","yes","no",23-JUL-20
2749,"sidewalk","Ny Jumbo Bagels","50084227","yes","no",21-JUN-20
3406,"sidewalk","Ferrero U.S.A., Inc.","50084228","yes","no",22-JUN-20
9886,"sidewalk","The Chester","50084276","yes","no",06-AUG-20
2797,"both","462 West 49th st CORP","50084280","yes","yes",21-JUN-20
2175,"both","16 Bedford Corp","50084290","yes","yes",20-JUN-20
3022,"sidewalk","Mustard panini bar inc","50084323","yes","no",21-JUN-20
7826,"both","Mustard Panini Bar INC","50084323","yes","yes",09-JUL-20
1566,"both","arepa lady 37","50084337","yes","yes",19-JUN-20
200,"both","Parq Sport Bar and Grill","50084342","yes","yes",19-JUN-20
6976,"sidewalk","Holy Pita","50084344","yes","no",02-JUL-20
2316,"sidewalk","Glou NYC INC","50084346","yes","no",20-JUN-20
168,"both","Old Timers","50084367","yes","yes",19-JUN-20
7707,"both","LLAMA SAN","50084368","yes","yes",08-JUL-20
516,"sidewalk","LLAMA SAN","50084368","yes","no",19-JUN-20
3748,"sidewalk","Nitehawk Cinema","50084369","yes","no",22-JUN-20
3992,"both","CD Restaurant And Bar INC","50084379","yes","yes",22-JUN-20
9696,"both","143 Montague Restaurant Corp.","50084397","yes","yes",02-AUG-20
10529,"both","Noree Thai Bazaar","50084400","yes","yes",21-AUG-20
11024,"roadway","NOREE THAI BAZAAR","50084400","no","yes",17-SEP-20
9085,"both","Noree Thai Bazaar Inc","50084400","yes","yes",21-JUL-20
5657,"sidewalk","PLA Coffee LLC","50084426","yes","no",26-JUN-20
9907,"openstreets","Uncle Chop Chop","50084439","no","no",06-AUG-20
1658,"roadway","7 Cornelia Street Hospitality, LLC","50084439","no","yes",19-JUN-20
2506,"sidewalk","Astoria Taco Factory","50084463","yes","no",20-JUN-20
9276,"both","Perry�s Coffee Shop  Inc-","50084485","yes","yes",24-JUL-20
9019,"both","uluh","50084490","yes","yes",20-JUL-20
2937,"sidewalk","Song�s Dumpling Cafe","50084499","yes","no",21-JUN-20
10748,"both","ATLAS KITCHEN","50084510","yes","yes",30-AUG-20
4670,"roadway","Boys Don't Cry LLC","50084530","no","yes",23-JUN-20
1920,"both","Simon foods","50084540","yes","yes",19-JUN-20
366,"both","DESDEMONA","50084553","yes","yes",19-JUN-20
5177,"sidewalk","Grand Sichuan Eastern","50084567","yes","no",24-JUN-20
2605,"both","Treadwell Park","50084570","yes","yes",20-JUN-20
4198,"both","ROLLN","50084573","yes","yes",23-JUN-20
8571,"openstreets","St Tropez Soho, LLC","50084584","no","no",16-JUL-20
761,"both","ST TROPEZ WINE BAR LLC","50084584","yes","yes",19-JUN-20
2122,"both","TabeTomo","50084598","yes","yes",20-JUN-20
1884,"sidewalk","TabeTomo","50084598","yes","no",19-JUN-20
8994,"both","840 8TH AVE INC","50084630","yes","yes",20-JUL-20
5479,"sidewalk","POKE BOWL","50084630","yes","no",25-JUN-20
1654,"sidewalk","La Nonna Krispy Krust Pizza","50084667","yes","no",19-JUN-20
3387,"both","ELEA","50084669","yes","yes",22-JUN-20
8821,"sidewalk","Chic-hen","50084691","yes","no",17-JUL-20
5055,"both","gardenia terrace","50084702","yes","yes",24-JUN-20
9229,"both","Monarch Theatre Restaurant","50084706","yes","yes",23-JUL-20
5574,"both","Devocion 20th street LLC","50084715","yes","yes",25-JUN-20
10745,"roadway","SLICE & Co","50084730","no","yes",30-AUG-20
11047,"both","WILLIAMSBURG THAI CUISINE","50084746","yes","yes",19-SEP-20
11048,"both","WILLIAMSBURG THAI CUISINE","50084746","yes","yes",19-SEP-20
8879,"both","Williamsburg Thai cuisine ny inc","50084746","yes","yes",18-JUL-20
5761,"both","OLD XI'AN DELICACIES INC","50084766","yes","yes",26-JUN-20
3039,"both","BESTIA KITCHEN","50084808","yes","yes",21-JUN-20
8577,"roadway","456 New Shanghai Inc","50084817","no","yes",16-JUL-20
8126,"both","FRIEDMANS","50084829","yes","yes",12-JUL-20
7664,"both","Friedman's","50084829","yes","yes",08-JUL-20
8376,"roadway","Friedmans","50084829","no","yes",14-JUL-20
947,"sidewalk","Friedmans Restaurant","50084829","yes","no",19-JUN-20
9214,"sidewalk","Fabrique Inc","50084846","yes","no",23-JUL-20
7323,"sidewalk","Two brothers cafe and restaurant corp","50084901","yes","no",05-JUL-20
628,"sidewalk","Planted brooklyn llc","50084913","yes","no",19-JUN-20
715,"sidewalk","Uman pizza corp","50084942","yes","no",19-JUN-20
10161,"roadway","23 Winehouse LLC","50084955","no","yes",12-AUG-20
1010,"both","23 Winehouse LLC","50084955","yes","yes",19-JUN-20
7986,"both","Amazing Joe's pizza of park slope","50084972","yes","yes",10-JUL-20
9321,"both","Shigemitsu New York Inc","50084999","yes","yes",25-JUL-20
5600,"roadway","Jing Fu House","50085025","no","yes",25-JUN-20
5644,"sidewalk","Xin Guang House","50085025","yes","no",26-JUN-20
3069,"both","J.J. Kinahan's","50085035","yes","yes",21-JUN-20
4432,"both","Cantina Cumbancha","50085042","yes","yes",23-JUN-20
97,"sidewalk","NAI TAPAS RESTAURANT CORP","50085055","yes","no",19-JUN-20
5502,"both","Nuevo Don Francisco Restaurant Corp.","50085068","yes","yes",25-JUN-20
105,"sidewalk","Nuevo Don Francisco Restaurant Corp","50085068","yes","no",19-JUN-20
4232,"sidewalk","BB Pizza & Dine LLC","50085087","yes","no",23-JUN-20
786,"both","The Huntress Bar LLC","50085096","yes","yes",19-JUN-20
840,"sidewalk","Derossi Asia LLC","50085102","yes","no",19-JUN-20
1735,"both","Night Music","50085102","yes","yes",19-JUN-20
3825,"sidewalk","Screamers Pizzeria","50085119","yes","no",22-JUN-20
6299,"both","FAST JACK CAFE INC","50085121","yes","yes",29-JUN-20
1358,"sidewalk","Romeo�s Italian Ristorante Inc","50085124","yes","no",19-JUN-20
3975,"both","Ramen Danbo","50085130","yes","yes",22-JUN-20
9217,"sidewalk","Solimar Grill Restaurant","50085140","yes","no",23-JUL-20
8573,"openstreets","Judy's","50085152","no","no",16-JUL-20
383,"both","Sam and Judy LLC","50085152","yes","yes",19-JUN-20
8095,"sidewalk","SUSHI ANN","50085189","yes","no",11-JUL-20
8257,"both","SUSHI ANN","50085189","yes","yes",13-JUL-20
11412,"roadway","PATACON PISAO","50085211","no","yes",27-OCT-20
11056,"sidewalk","WALL STREET BAR &amp; LOUNGE","50085220","yes","no",21-SEP-20
11059,"both","WALL STREET BAR &amp; LOUNGE","50085220","yes","yes",21-SEP-20
49,"roadway","NINOS Aq","50085250","no","yes",19-JUN-20
10705,"openstreets","NINOS AQ","50085250","no","no",28-AUG-20
5973,"roadway","Acocella Food Group","50085254","no","yes",27-JUN-20
6362,"sidewalk","Gran Tivoli","50085259","yes","no",29-JUN-20
954,"both","Heaven or Las Vegas","50085318","yes","yes",19-JUN-20
10029,"openstreets","GUPSHUP","50085326","no","no",07-AUG-20
1273,"both","GUPSHUP","50085326","yes","yes",19-JUN-20
10141,"sidewalk","Kushi Izakaya Restaurant, Inc","50085329","yes","no",11-AUG-20
9694,"sidewalk","Kushi Izakaya Restaurant, Inc","50085329","yes","no",02-AUG-20
9566,"roadway","Don Chile Mexican Grill Corp","50085349","no","yes",30-JUL-20
9567,"roadway","Don Chile Mexican Grill Corp","50085349","no","yes",30-JUL-20
9993,"sidewalk","Don Chile Mexican Grill Corp","50085349","yes","no",07-AUG-20
6783,"sidewalk","DON CHILE MEXICAN GRILL CORP.","50085349","yes","no",01-JUL-20
4161,"both","HONEST INDIAN","50085350","yes","yes",23-JUN-20
4166,"both","HONEST INDIAN","50085350","yes","yes",23-JUN-20
9064,"sidewalk","IHOP","50085351","yes","no",21-JUL-20
9063,"sidewalk","IHOP","50085351","yes","no",21-JUL-20
4094,"both","RAICES","50085352","yes","yes",22-JUN-20
10538,"roadway","Himalayan Curry House, Inc.","50085359","no","yes",21-AUG-20
1762,"both","Taladwat","50085396","yes","yes",19-JUN-20
7467,"both","Cha Cha Matcha","50085406","yes","yes",06-JUL-20
10147,"roadway","TORTILLERIA Y TAQUERIA LENCHITA CORP","50085429","no","yes",11-AUG-20
10146,"sidewalk","TORTILLERIA Y TAQUERIA LENCHITA CORP","50085429","yes","no",11-AUG-20
7056,"sidewalk","Kikoo sushi","50085430","yes","no",02-JUL-20
8277,"both","Kikoo sushi","50085430","yes","yes",13-JUL-20
4852,"both","HANGAR ASTORIA","50085438","yes","yes",24-JUN-20
1967,"sidewalk","Pizza Etalia","50085453","yes","no",19-JUN-20
10566,"both","karahi indian cuisine","50085475","yes","yes",23-AUG-20
8817,"sidewalk","Very Fresh Noodles","50085475","yes","no",17-JUL-20
4259,"both","DEVON","50085477","yes","yes",23-JUN-20
8730,"both","Devon","50085477","yes","yes",17-JUL-20
8592,"both","Jack�s Wife Freda","50085479","yes","yes",16-JUL-20
379,"sidewalk","JACK'S WIFE FREDA","50085479","yes","no",19-JUN-20
404,"sidewalk","JACK'S WIFE FREDA","50085479","yes","no",19-JUN-20
9301,"roadway","88 Weijia Inc","50085486","no","yes",24-JUL-20
1953,"both","Massas Coal Fired Pizzeria & Bar","50085526","yes","yes",19-JUN-20
10450,"roadway","Grain House","50085528","no","yes",19-AUG-20
10573,"both","GRAIN HOUSE","50085528","yes","yes",23-AUG-20
2658,"both","THE LOFT BKNY RESTAURANT & LOUNGE, LLC","50085570","yes","yes",20-JUN-20
6276,"sidewalk","CAVALI","50085588","yes","no",29-JUN-20
9396,"both","CAVALI","50085588","yes","yes",27-JUL-20
473,"both","Bricklane Curry House","50085594","yes","yes",19-JUN-20
3163,"both","Merrion Row","50085596","yes","yes",21-JUN-20
4705,"sidewalk","lad felix corp","50085607","yes","no",23-JUN-20
10044,"both","lad-st-felix corp","50085607","yes","yes",07-AUG-20
4580,"both","Amorino","50085608","yes","yes",23-JUN-20
1052,"both","Haenyeo","50085629","yes","yes",19-JUN-20
1383,"both","Astoria Boulevard Restaurant Group LTD","50085636","yes","yes",19-JUN-20
8742,"both","LA SABROSURA 1 RESTAURANT CORP.","50085642","yes","yes",17-JUL-20
8638,"both","LA SABROSURA 1 RESTAURANT CORP.","50085642","yes","yes",16-JUL-20
7177,"both","HALALBEES INC","50085648","yes","yes",03-JUL-20
4782,"both","Il Piccolo Ristoro","50085650","yes","yes",24-JUN-20
9428,"both","Plush101","50085654","yes","yes",27-JUL-20
10376,"both","SWEETGREEN NEW YORK LLC","50085657","yes","yes",18-AUG-20
10344,"sidewalk","Bensonhurst Mango Mango Inc","50085663","yes","no",17-AUG-20
1034,"both","absolutelydivinecookies.com llc","50085666","yes","yes",19-JUN-20
3125,"sidewalk","Carlos and Gabby's","50085670","yes","no",21-JUN-20
4311,"both","Venchi","50085687","yes","yes",23-JUN-20
2261,"both","Sofra Mediterranean Grill","50085691","yes","yes",20-JUN-20
7830,"both","The best joespizza of park slope","50085695","yes","yes",09-JUL-20
5911,"both","so pho 88 inc","50085696","yes","yes",26-JUN-20
4596,"sidewalk","Citizens Of Chelsea","50085729","yes","no",23-JUN-20
9089,"sidewalk","2522 mombar","50085730","yes","no",21-JUL-20
6602,"both","Kingston Public House LLC","50085744","yes","yes",30-JUN-20
9140,"both","WASABI","50085751","yes","yes",22-JUL-20
7040,"sidewalk","WASABI","50085751","yes","no",02-JUL-20
8328,"sidewalk","Caf� Colombia Bakery","50085773","yes","no",14-JUL-20
5823,"both","La Hueca Inc.","50085792","yes","yes",26-JUN-20
604,"both","Fradei","50085861","yes","yes",19-JUN-20
11418,"roadway","VERDE CAFE & LOUNGE","50085870","no","yes",27-OCT-20
4828,"both","Verde Cafe Lounge","50085870","yes","yes",24-JUN-20
5717,"both","ALTITUDE BROOKLYN","50085894","yes","yes",26-JUN-20
6870,"both","ALTITUDE BROOKLYN","50085894","yes","yes",02-JUL-20
8368,"sidewalk","Chalait UWS LLC","50085895","yes","no",14-JUL-20
3412,"sidewalk","Juke Bar","50085906","yes","no",22-JUN-20
7026,"sidewalk","Webster Avenue Enterprise, Inc.","50085919","yes","no",02-JUL-20
7884,"both","HAND 35 INC","50085932","yes","yes",09-JUL-20
2763,"both","Blue Haven East","50085940","yes","yes",21-JUN-20
6710,"both","Aways LLC DBA Head Hi","50085956","yes","yes",01-JUL-20
3229,"both","Ricas Pupusas & Mas inc","50085972","yes","yes",22-JUN-20
8252,"both","Ricas Pupusas�s & Mas inc","50085972","yes","yes",13-JUL-20
10596,"both","Feng Ta Inc","50085976","yes","yes",24-AUG-20
6268,"sidewalk","canaan sushi","50085979","yes","no",29-JUN-20
11230,"both","BIGA","50085999","yes","yes",05-OCT-20
8395,"both","Her Name Was Carmen","50086002","yes","yes",14-JUL-20
4607,"both","Oxalis","50086011","yes","yes",23-JUN-20
2731,"roadway","Westville Bakery","50086014","no","yes",20-JUN-20
9788,"both","Westville","50086015","yes","yes",04-AUG-20
2436,"both","BOCAITO CAFE","50086019","yes","yes",20-JUN-20
1841,"sidewalk","Sofia�s taqueria llc","50086033","yes","no",19-JUN-20
3417,"sidewalk","Soneros Restaurant Bar, Inc.","50086042","yes","no",22-JUN-20
9183,"both","Soneros Bar Restaurant Inc","50086042","yes","yes",23-JUL-20
1056,"sidewalk","Yara","50086087","yes","no",19-JUN-20
8841,"openstreets","Le Comptoir inc","50086095","no","no",18-JUL-20
2862,"both","Pizza Express II, Incorporated","50086106","yes","yes",21-JUN-20
4205,"both","Breakroom","50086113","yes","yes",23-JUN-20
11177,"both","WHADDAPITA","50086117","yes","yes",30-SEP-20
3555,"both","First Hospitality LLC","50086120","yes","yes",22-JUN-20
8936,"sidewalk","Bronx Zoo Restaurant INC.","50086134","yes","no",20-JUL-20
8311,"roadway","TacoDumbo","50086135","no","yes",14-JUL-20
8007,"sidewalk","TacoDumbo","50086135","yes","no",10-JUL-20
1840,"both","Death & Co East Village LLC","50086139","yes","yes",19-JUN-20
784,"both","20X Hospitality LLC","50086142","yes","yes",19-JUN-20
